Timestamp,eigenvector,pagerank,clustering,triangles,degree,degree_centrality,average_neighbor_degree,node_clique_number,number_of_cliques,nb_of_nodes,nb_of_edges,diameter,assortativity,percolation_limit,Evento,Label,Colector,Categoria
18,0.001202329117602,1.5495947809647773e-05,0.082052145536358,1.677699781507136,3.334139122619435,5.166644645477337e-05,484.8539239902399,2.229975361442982,3.521454139742457,64533,107581,13,-0.125253125743737,0.9968170382671401,TelekomSerbia2021_Normal,0,rrc04,route_leaks
19,0.001185078427694,1.5476282596920202e-05,0.08195168722342401,1.714988779695117,3.336810338156775,5.164221899521427e-05,483.58625502158236,2.232004952410431,3.539859165828368,64615,107804,13,-0.125666409065364,0.9968188366043651,TelekomSerbia2021_Normal,0,rrc04,route_leaks
20,0.001185576655322,1.5475324594933373e-05,0.082094857331796,1.713830297590492,3.3373156501957633,5.1646842214178145e-05,483.66143247879785,2.23225367152076,3.538665098500441,64619,107827,13,-0.12562734334446202,0.9968195786088391,TelekomSerbia2021_Normal,0,rrc04,route_leaks
21,0.001184881089942,1.5468621900474872e-05,0.08196842260854101,1.7124383188701722,3.336983928101845,5.1619341151839954e-05,482.8483905031,2.231951985397621,3.537890389345213,64647,107863,13,-0.12569307148633801,0.9968129562577851,TelekomSerbia2021_Normal,0,rrc04,route_leaks
22,0.001184793560293,1.54669471339747e-05,0.08215009974927201,1.717125003866736,3.337272249203452,5.1618211826264096e-05,483.14907434058506,2.232282612058032,3.544312803538837,64654,107884,13,-0.12566792729912601,0.9968148543920151,TelekomSerbia2021_Normal,0,rrc04,route_leaks
23,0.001184859640505,1.54671863641285e-05,0.08212274175539,1.71868281440923,3.337509473651648,5.162267947861858e-05,483.1323939612995,2.232363540748302,3.5458370067900953,64653,107890,13,-0.12565016524448902,0.996814263595135,TelekomSerbia2021_Normal,0,rrc04,route_leaks
24,0.001184960230262,1.5468143358752642e-05,0.08205449654362801,1.7128493866881151,3.337251929650884,5.162188976690514e-05,483.0022983926802,2.231991214094572,3.538910114618942,64649,107875,13,-0.12568631897815802,0.9968133302788561,TelekomSerbia2021_Normal,0,rrc04,route_leaks
25,0.001182901668819,1.5446162400951473e-05,0.08213101449908901,1.7237453854589821,3.339182280162493,5.157834847331625e-05,482.9474757412842,2.232650098083131,3.543843931975101,64741,108091,13,-0.125555321924807,0.9968148082904501,TelekomSerbia2021_Normal,0,rrc04,route_leaks
26,0.0011795698999510001,1.537468097536975e-05,0.082123949453497,1.718381968574152,3.338765720611297,5.1333247038195874e-05,483.24701917943156,2.2320039359183292,3.54804587804803,65042,108580,13,-0.126050810568294,0.9968209049886261,TelekomSerbia2021_Normal,0,rrc04,route_leaks
27,0.001179797188729,1.537468097536976e-05,0.082420587129842,1.7173672396297772,3.338950216783002,5.1336083651589024e-05,483.2461593461625,2.23263429783832,3.54177300821008,65042,108586,13,-0.126059969935893,0.9968211983033781,TelekomSerbia2021_Normal,0,rrc04,route_leaks
28,0.001179870838309,1.537397186563148e-05,0.08234469902112901,1.71638096702283,3.338796218002921,5.133134828735811e-05,483.2968393811839,2.232392958720885,3.542239987700822,65045,108586,13,-0.126063877985876,0.9968215960759271,TelekomSerbia2021_Normal,0,rrc04,route_leaks
29,0.00118029199427,1.537373551025428e-05,0.08236978423952801,1.717277003966423,3.338744888232943,5.1329769978214207e-05,483.44862038962293,2.232497002121575,3.543461550287488,65046,108586,13,-0.126081920498216,0.996822083688309,TelekomSerbia2021_Normal,0,rrc04,route_leaks
30,0.001180436471144,1.5373262821301184e-05,0.08257806001503501,1.713396261222481,3.339626122248186,5.1341739392257695e-05,483.5409140851952,2.232459107120895,3.541108104784159,65048,108618,13,-0.12606812341973,0.9968211243716281,TelekomSerbia2021_Normal,0,rrc04,route_leaks
31,0.00118042659572,1.537326282130119e-05,0.08264197496431501,1.713749846267371,3.339687615299471,5.1342684755630105e-05,483.4922369824853,2.2325820932234652,3.541046611732874,65048,108620,13,-0.126039229353964,0.9968209641463751,TelekomSerbia2021_Normal,0,rrc04,route_leaks
32,0.0011804932850490002,1.53734991621443e-05,0.08258057416587401,1.7134379756176301,3.339708210985902,5.134379071712176e-05,483.4823240274079,2.23250880132827,3.5410395560133443,65047,108619,13,-0.126053610881374,0.9968207656317791,TelekomSerbia2021_Normal,0,rrc04,route_leaks
33,0.001180450493877,1.5373735510254274e-05,0.08260038765218301,1.717845832180303,3.339851797189681,5.134678756537291e-05,483.5340397629573,2.232635365741167,3.547074378132398,65046,108622,13,-0.12605287298804202,0.9968212649072521,TelekomSerbia2021_Normal,0,rrc04,route_leaks
34,0.0011799046309460002,1.536806516059626e-05,0.08250825297189701,1.7142000922083902,3.3398186568311052,5.132733954465421e-05,483.21896207319395,2.232534193944982,3.5416167204548943,65070,108661,13,-0.126037746262561,0.996819506053873,TelekomSerbia2021_Normal,0,rrc04,route_leaks
35,0.001180114833433,1.5368301341652704e-05,0.08250223333675301,1.714641380688192,3.339962193978699,5.1330334326838076e-05,483.36756718378336,2.23247629439518,3.5415482026771583,65069,108664,13,-0.126065673396996,0.9968211592886641,TelekomSerbia2021_Normal,0,rrc04,route_leaks
0,0.0012162234717020002,1.642036124794743e-05,0.084840671924835,1.391937602627257,3.201412151067323,5.2569207229467206e-05,480.37465016243226,2.220738916256157,3.239704433497537,60900,97483,14,-0.11128696674368001,0.9967527997662671,CoreBackbone2020_Normal,0,rrc04,route_leaks
1,0.0012162732175380001,1.642036124794743e-05,0.08493128489665301,1.390870279146141,3.20128078817734,5.2567050167939376e-05,480.3619685607729,2.220771756978653,3.238587848932676,60900,97479,14,-0.11130121374769701,0.9967530256994591,CoreBackbone2020_Normal,0,rrc04,route_leaks
2,0.0012161789939770002,1.641982200912943e-05,0.08488530985936,1.3906932448852252,3.20104430067978,5.256144071000115e-05,480.46464125807785,2.22066598798069,3.238514334504614,60902,97475,14,-0.11129410763838501,0.9967529919442881,CoreBackbone2020_Normal,0,rrc04,route_leaks
3,0.001216208395405,1.641955240300149e-05,0.08478232642236501,1.390325599724151,3.200827545441111,5.255701857806166e-05,480.3306966743698,2.220580266981922,3.238428320443984,60903,97470,14,-0.11129934292031601,0.996752243890589,CoreBackbone2020_Normal,0,rrc04,route_leaks
4,0.001216294185558,1.6419552403001522e-05,0.084852159008052,1.391080899134689,3.201123097384365,5.256187148836436e-05,480.46532919339126,2.220645945191534,3.238920907016075,60903,97479,14,-0.111331806402716,0.9967530184530571,CoreBackbone2020_Normal,0,rrc04,route_leaks
5,0.0012161135559010001,1.641901321730563e-05,0.08490391500751801,1.3909038666776121,3.201313521057384,5.256327205203901e-05,480.5235649072923,2.22065511862737,3.239175765536491,60905,97488,14,-0.111332838188424,0.9967541036759021,CoreBackbone2020_Normal,0,rrc04,route_leaks
6,0.001216292071491,1.641928280572703e-05,0.08487791158982201,1.389202679626953,3.201136214370156,5.25612238209966e-05,480.42625143165543,2.220625903060554,3.2381945356626822,60904,97481,14,-0.111316986243085,0.996752984280947,CoreBackbone2020_Normal,0,rrc04,route_leaks
7,0.00121629097075,1.6418474067020192e-05,0.08489850185261501,1.3895775526622551,3.201569606120807,5.256575060126763e-05,480.4330574821755,2.2206971284088852,3.238511172771602,60907,97499,14,-0.11131158261756201,0.9967526309038731,CoreBackbone2020_Normal,0,rrc04,route_leaks
8,0.001216317092373,1.6418474067020212e-05,0.08494968393516701,1.389889503669529,3.201865138654013,5.257060287416696e-05,480.5793004881848,2.220729965357019,3.2389708900454792,60907,97508,14,-0.11130610394066101,0.996753255942411,CoreBackbone2020_Normal,0,rrc04,route_leaks
9,0.001216448093331,1.6420630880638422e-05,0.084904983316003,1.38915253124025,3.201628926583359,5.257363011237411e-05,480.54902245600516,2.220660437774019,3.238706711111841,60899,97488,14,-0.111264923790286,0.996753425699029,CoreBackbone2020_Normal,0,rrc04,route_leaks
10,0.001216559832988,1.641928280572705e-05,0.085041529622962,1.389678838828319,3.202384079863391,5.258171321385469e-05,480.44947538438413,2.220806515171417,3.239705109680809,60904,97519,14,-0.11126608095198601,0.9967526703915661,CoreBackbone2020_Normal,0,rrc04,route_leaks
11,0.0012163669699420002,1.641793495214173e-05,0.084969470709103,1.3891871480405191,3.202285376545338,5.2575776195989675e-05,480.29845805487935,2.220706299561641,3.23963617856146,60909,97524,14,-0.111269360064983,0.9967514037394161,CoreBackbone2020_Normal,0,rrc04,route_leaks
12,0.001216185895128,1.6415239908731232e-05,0.084988051891971,1.389205338236018,3.202449153794382,5.2569834101486974e-05,480.1825475764398,2.2207193158128,3.239760994106928,60919,97545,14,-0.11125097547807201,0.9967504447504981,CoreBackbone2020_Normal,0,rrc04,route_leaks
13,0.0012161863827420002,1.6414970453053193e-05,0.08497680447915801,1.388690085357846,3.202495075508864,5.2569724971008455e-05,480.17669487360877,2.220633617859488,3.239691398555482,60920,97548,14,-0.111225799909882,0.9967505917258801,CoreBackbone2020_Normal,0,rrc04,route_leaks
14,0.0012161710331570002,1.6415509373255863e-05,0.085003596279749,1.389720608030467,3.202698709740963,5.2574793731486504e-05,480.2671277225936,2.2208050165796642,3.239764929905775,60918,97551,14,-0.11123234004455301,0.9967515172972681,CoreBackbone2020_Normal,0,rrc04,route_leaks
15,0.0012160546613680001,1.6415239908731283e-05,0.08507312719698101,1.391667624222328,3.203204254830184,5.258222946961794e-05,480.2205822890058,2.220998374891249,3.240499679902822,60919,97568,14,-0.111241779562378,0.9967514839616671,CoreBackbone2020_Normal,0,rrc04,route_leaks
16,0.001216186395738,1.6415509373255853e-05,0.08505077455269801,1.390689123083489,3.203092681965921,5.258126109240312e-05,480.1867789560446,2.220952756164024,3.240240979677599,60918,97563,14,-0.11122896949060701,0.996751358287391,CoreBackbone2020_Normal,0,rrc04,route_leaks
17,0.001216008774776,1.641523990873127e-05,0.08496322132809701,1.390584218388351,3.202875950032009,5.257684017912621e-05,480.12346484185355,2.220784976772435,3.240466849423004,60919,97558,14,-0.11124894162527602,0.996750765697294,CoreBackbone2020_Normal,0,rrc04,route_leaks
18,0.0012158985222080001,1.6413623307345113e-05,0.085003955706522,1.39090685268773,3.202757488715634,5.256971782410272e-05,480.16421353556825,2.22089454247025,3.239983586376692,60925,97564,14,-0.11124455273038301,0.9967510419816361,CoreBackbone2020_Normal,0,rrc04,route_leaks
19,0.001215779544043,1.64136233073451e-05,0.085390202965058,1.39678292983176,3.203020106688551,5.257402840733621e-05,480.15545202733625,2.221862946245383,3.240098481739844,60925,97572,14,-0.11123300715701001,0.9967513816083821,CoreBackbone2020_Normal,0,rrc04,route_leaks
20,0.0012158501396750002,1.64136233073451e-05,0.08538754261787801,1.396881411571604,3.203184242921625,5.2576722521857156e-05,480.0964619045556,2.221862946245383,3.240377513336069,60925,97577,14,-0.11124000905747101,0.9967507775413951,CoreBackbone2020_Normal,0,rrc04,route_leaks
21,0.001215517399028,1.641254574997128e-05,0.08540016559056601,1.397314907515304,3.203827405668893,5.2583826905017286e-05,480.0726433551011,2.221848380902361,3.241395722890577,60929,97603,14,-0.111183791437253,0.9967501154322851,CoreBackbone2020_Normal,0,rrc04,route_leaks
22,0.0012156078552040001,1.6412007024339e-05,0.085335283512528,1.3958247854130081,3.203164234954292,5.257121672335946e-05,480.09657040095965,2.221693390884771,3.240370254878469,60931,97586,14,-0.11122316227346701,0.9967508668039841,CoreBackbone2020_Normal,0,rrc04,route_leaks
23,0.0012158279196510002,1.641173767478497e-05,0.085411564336505,1.396359876583732,3.203538370642683,5.257649424172726e-05,480.17090601171594,2.221837458150069,3.240678133000722,60932,97599,14,-0.11123156785457401,0.996751761297271,CoreBackbone2020_Normal,0,rrc04,route_leaks
24,0.001215536395432,1.6410929679166323e-05,0.085296209218555,1.39743989497005,3.203610404529416,5.2575087874247826e-05,480.01298499664347,2.221662427176499,3.241552473947649,60935,97606,14,-0.11125093009681,0.996750786604183,CoreBackbone2020_Normal,0,rrc04,route_leaks
25,0.0012155644438420002,1.641119900219909e-05,0.085300366450394,1.397561295828273,3.203630157219286,5.2576274879281954e-05,480.0128600784446,2.221682476121705,3.242114418879443,60934,97605,14,-0.11124236968864801,0.9967506553702241,CoreBackbone2020_Normal,0,rrc04,route_leaks
26,0.001215561653403,1.6411468334071844e-05,0.08531109624807601,1.3975842318612242,3.203551441747493,5.257584588963916e-05,480.0428321628403,2.221686114256642,3.242200449674232,60933,97601,14,-0.11124520776664201,0.996751434172199,CoreBackbone2020_Normal,0,rrc04,route_leaks
27,0.0012156146757360002,1.641092967916634e-05,0.085583541882672,1.400557971609091,3.203643226388775,5.2575626520313376e-05,480.02207914157236,2.222351686223024,3.2422089111348162,60935,97607,14,-0.111215485934572,0.9967510902123261,CoreBackbone2020_Normal,0,rrc04,route_leaks
28,0.001215581998121,1.64101217631035e-05,0.08535607455251401,1.397863402146444,3.20394499327185,5.257799027309927e-05,479.99552879806674,2.221733565263054,3.242525189536906,60938,97621,14,-0.11123303625810702,0.9967507117106651,CoreBackbone2020_Normal,0,rrc04,route_leaks
29,0.0012156845625560001,1.6409852475426263e-05,0.08536152154382401,1.398299939283545,3.203990876122023,5.257788040503501e-05,480.15047823534474,2.221713516795484,3.242783767373931,60939,97624,14,-0.111239483579479,0.996752031419298,CoreBackbone2020_Normal,0,rrc04,route_leaks
30,0.0012156504772250002,1.6409044665419612e-05,0.08542008936591401,1.399855600406944,3.204095697548489,5.257701215189263e-05,480.261928680464,2.221883101965803,3.242919497226871,60942,97632,14,-0.111228646052656,0.9967525716873491,CoreBackbone2020_Normal,0,rrc04,route_leaks
31,0.001215673516795,1.640850616959834e-05,0.08538817913825801,1.40030191651352,3.204056182725125,5.257463831326197e-05,480.2801184754836,2.2218430034129693,3.242944342347072,60944,97634,14,-0.111237743333276,0.996752431817666,CoreBackbone2020_Normal,0,rrc04,route_leaks
32,0.001215540947352,1.640796770911956e-05,0.085391874301576,1.3978275850753121,3.203261903980573,5.2559880285184565e-05,480.2110307409338,2.221622419847077,3.242312867128277,60946,97613,14,-0.111262094869742,0.9967525787943691,CoreBackbone2020_Normal,0,rrc04,route_leaks
33,0.0012155394774560002,1.6407429283979794e-05,0.085406588215321,1.397010566384459,3.203091159677102,5.255535399079695e-05,480.11023940449223,2.221631554767999,3.241779877928726,60948,97611,14,-0.111251815922056,0.996751793042785,CoreBackbone2020_Normal,0,rrc04,route_leaks
34,0.00121542506159,1.640581422055977e-05,0.08535082291795901,1.397086327394428,3.203169603307412,5.255146757841964e-05,480.08016478027,2.221642550119762,3.241838107425271,60954,97623,14,-0.11120979326479101,0.996751559108876,CoreBackbone2020_Normal,0,rrc04,route_leaks
35,0.0012155878594960002,1.640527593674126e-05,0.08541872186883501,1.397270162084126,3.203326989959971,5.2552325321302125e-05,480.1330836897976,2.221700899009121,3.241469256512894,60956,97631,14,-0.11124416654126901,0.9967523438569661,CoreBackbone2020_Normal,0,rrc04,route_leaks
36,0.0012155504345890001,1.640500680807784e-05,0.08540428560848201,1.3973128598848361,3.203274439358892,5.255060107879279e-05,480.09945608715776,2.22173007201798,3.241235625112784,60957,97631,14,-0.11123718205346501,0.9967519720763611,CoreBackbone2020_Normal,0,rrc04,route_leaks
0,0.0011729807785240002,1.7670342097823002e-05,0.058134544755471,1.2516786824992931,3.108566581849024,5.4930405574190664e-05,256.98984129444256,2.182428611817924,3.165376731693525,56592,87960,13,-0.09622561783294001,0.994593111675909,Jio2022_Normal,0,rrc04,route_leaks
1,0.001172282044921,1.7670654344330373e-05,0.058141509194423006,1.254033326854093,3.108197416550334,5.4924852739889285e-05,257.03864136240696,2.182431835450867,3.169549928433849,56591,87948,13,-0.096139180114944,0.9945952164457631,Jio2022_Normal,0,rrc04,route_leaks
2,0.001172879262584,1.766784452296819e-05,0.058141136125622,1.249752650176678,3.108409893992933,5.4919873036501233e-05,256.92462720595285,2.182632508833922,3.163144876325088,56600,87968,13,-0.096236293602038,0.9945927468874081,Jio2022_Normal,0,rrc04,route_leaks
3,0.0011729928919380001,1.76672202395675e-05,0.058418751538044,1.249478817002932,3.108688738913819,5.4922858940898917e-05,257.0504447677582,2.182696724497367,3.164093141585103,56602,87979,13,-0.096222164013071,0.994596621677104,Jio2022_Normal,0,rrc04,route_leaks
4,0.001172936509278,1.7666908114410902e-05,0.05817056923071501,1.249333074218681,3.108987156157801,5.4927160809826526e-05,257.24277067227865,2.182569828454322,3.16417857710722,56603,87989,13,-0.096192387378265,0.994600894890826,Jio2022_Normal,0,rrc04,route_leaks
5,0.001171365751412,1.7636062220027513e-05,0.058117719923080007,1.249973545906669,3.107932700786568,5.4812661166232836e-05,256.9753637508713,2.182409791541744,3.164085922895136,56702,88113,13,-0.09611364704217601,0.9945972590254771,Jio2022_Normal,0,rrc04,route_leaks
6,0.001171550545603,1.7634507203696202e-05,0.05847791425155,1.249457738903486,3.10772920450738,5.480423948977851e-05,256.94757436884737,2.18292274322394,3.16264305993969,56707,88115,13,-0.09607232088412501,0.994595556377703,Jio2022_Normal,0,rrc04,route_leaks
7,0.0011711988597940001,1.763264154603001e-05,0.05816622920527301,1.247826776929451,3.108352582300354,5.480943331746991e-05,256.9248369728485,2.182515472642956,3.163137199583869,56713,88142,13,-0.096075604400275,0.9945982216700031,Jio2022_Normal,0,rrc04,route_leaks
8,0.0011718626335230002,1.7634818185024524e-05,0.058148481834276004,1.246711106408493,3.10820724438331,5.4813636264585315e-05,256.9294669168588,2.1824498289422642,3.162822276302331,56706,88127,13,-0.096102273621714,0.9945970466119141,Jio2022_Normal,0,rrc04,route_leaks
9,0.001171733746603,1.7633574325515774e-05,0.05814773346806101,1.2470992770234521,3.108446482101922,5.4813988645575174e-05,257.05423815765556,2.182454593546111,3.163092928936695,56710,88140,13,-0.096168387978161,0.9946012429269171,Jio2022_Normal,0,rrc04,route_leaks
10,0.001172050453294,1.76338852739424e-05,0.05807506650587901,1.246839126064645,3.108607099402211,5.481778760319904e-05,257.2444115404735,2.182387275388386,3.16330741152198,56709,88143,13,-0.096110019165155,0.9946062309313741,Jio2022_Normal,0,rrc04,route_leaks
11,0.0011703007935940002,1.7631397993546903e-05,0.05884921393460701,1.265334908404887,3.108873882610152,5.481475919687835e-05,257.3237461180279,2.185006259146287,3.164694888657721,56717,88163,13,-0.095740562070579,0.994608933505267,Jio2022_Normal,0,rrc04,route_leaks
12,0.001170740887375,1.7631397993546903e-05,0.05843327322454701,1.260186540190771,3.109332298957984,5.4822841860462396e-05,257.2483360049986,2.183648641500784,3.164218840911896,56717,88176,13,-0.09600753090811201,0.994607594500108,Jio2022_Normal,0,rrc04,route_leaks
13,0.0011711487242050001,1.76310871328326e-05,0.058230564909026006,1.253323459924538,3.109348002397828,5.482215213071615e-05,257.3149693496407,2.182957791177404,3.163246235762897,56718,88178,13,-0.09610712326428601,0.99460966433671,Jio2022_Normal,0,rrc04,route_leaks
14,0.0011692818685070001,1.7629532993671002e-05,0.058910916533648,1.267528163178957,3.109038661565855,5.4811865970273545e-05,257.2717910216894,2.184863282971634,3.166757752587134,56723,88177,13,-0.09577965127723101,0.9946092871851091,Jio2022_Normal,0,rrc04,route_leaks
15,0.00117116828223,1.7628289879598784e-05,0.058212430293515006,1.251925890669346,3.109136742644596,5.4809729976458705e-05,257.2455664531541,2.182928764080596,3.162762000458335,56727,88186,13,-0.09610062915611901,0.9946073348342651,Jio2022_Normal,0,rrc04,route_leaks
16,0.0011707453086450001,1.7626736233519e-05,0.05830587633918401,1.256645279560036,3.109779313262356,5.4816225930485215e-05,257.49565508180314,2.183177042938729,3.165162518508073,56732,88212,13,-0.096044947171736,0.9946139828727191,Jio2022_Normal,0,rrc04,route_leaks
17,0.001168908591829,1.76273576590869e-05,0.058962602644953004,1.268006345848757,3.10925436277102,5.4808904841809655e-05,257.40930840227793,2.184999118632117,3.167935836418121,56730,88194,13,-0.09575329980086701,0.9946112270441441,Jio2022_Normal,0,rrc04,route_leaks
18,0.0011691776712490002,1.762891141472014e-05,0.058995242103867,1.266795945350374,3.109175848391361,5.481235188617448e-05,257.2463332439542,2.184821507271926,3.168126928162185,56725,88184,13,-0.09573441439815301,0.9946079912939331,Jio2022_Normal,0,rrc04,route_leaks
19,0.001169207483262,1.762891141472014e-05,0.059005091769624006,1.266372851476421,3.109387395328338,5.4816081294131906e-05,257.2607883288365,2.1848391361833412,3.166857646540326,56725,88190,13,-0.09581024730461601,0.9946065269036081,Jio2022_Normal,0,rrc04,route_leaks
20,0.001168803282954,1.7626736233519e-05,0.058946640859438,1.270323626877247,3.110519636184164,5.4829275637379295e-05,257.2658362843186,2.184904463089614,3.171067475146301,56732,88233,13,-0.095819075914508,0.9946089211713961,Jio2022_Normal,0,rrc04,route_leaks
21,0.0011693183790900002,1.7626425537165303e-05,0.058978202580767004,1.268626725186399,3.110605820245712,5.4829828319920215e-05,257.2112784819417,2.184883577459327,3.169389949412159,56733,88237,13,-0.095805251051437,0.994607316941398,Jio2022_Normal,0,rrc04,route_leaks
22,0.0011694043007490001,1.7619903442929143e-05,0.059303777430034,1.275592909750854,3.111921626669486,5.4832724731194565e-05,258.3015770908469,2.1855375832540442,3.175265179546816,56754,88307,13,-0.09549107468036101,0.9946347945665891,Jio2022_Normal,0,rrc04,route_leaks
23,0.0011720959473930002,1.7573765882290913e-05,0.059836096069263,1.27715586172961,3.113649543960775,5.471950975292213e-05,263.65393825921683,2.185965590566402,3.177723494367608,56903,88588,13,-0.095618159384608,0.9947264009448521,Jio2022_Normal,0,rrc04,route_leaks
24,0.0011712485035140002,1.757283941939338e-05,0.060021838802525006,1.286648156609145,3.113485396970442,5.471374039136179e-05,263.34423214785687,2.186799283028151,3.17989315713633,56906,88588,13,-0.09560940462459801,0.994721104260991,Jio2022_Normal,0,rrc04,route_leaks
25,0.0011714708663880002,1.75719130541742e-05,0.060081305411784004,1.285807165826143,3.113848424677994,5.4717235268819764e-05,263.5818460021882,2.186631288548384,3.180445975153314,56909,88603,13,-0.095533810230376,0.9947280588614311,Jio2022_Normal,0,rrc04,route_leaks
26,0.001173995296442,1.757006061670912e-05,0.059124839644034005,1.262391285249934,3.114117543705525,5.4716195377332906e-05,263.5997003219772,2.183958534656944,3.173767899499253,56915,88620,13,-0.09591286911775301,0.9947262368230301,Jio2022_Normal,0,rrc04,route_leaks
27,0.001173614161145,1.7569134544432342e-05,0.059002481765407004,1.262553146631996,3.114304789346076,5.471660117971917e-05,263.6430343693487,2.1837907164693062,3.175726483713412,56918,88630,13,-0.09587231333233201,0.9947253968896321,Jio2022_Normal,0,rrc04,route_leaks
28,0.0011733991598920001,1.7568517217146874e-05,0.059036838196126006,1.264072382290934,3.114617006324666,5.472016385257412e-05,263.75854801741593,2.183942375263528,3.176089248067463,56920,88642,13,-0.095849044287047,0.9947278457496681,Jio2022_Normal,0,rrc04,route_leaks
29,0.001173315665383,1.7568825875366743e-05,0.059047857822771006,1.266027161404803,3.11519879126478,5.4731346696383924e-05,263.86986269861626,2.184051019870342,3.176795094783815,56919,88657,13,-0.09584804347870801,0.9947324957841011,Jio2022_Normal,0,rrc04,route_leaks
30,0.00117456135693,1.7567591307555813e-05,0.059107187595308,1.264216573265639,3.115401507299334,5.473106193210594e-05,264.08763703647355,2.184231330042338,3.174182667814416,56923,88669,13,-0.09589580828683901,0.9947350382730871,Jio2022_Normal,0,rrc04,route_leaks
31,0.0011726753903700002,1.7567591307555823e-05,0.05982740679723501,1.279746323981519,3.115577183212409,5.4734148188967534e-05,264.15053112170784,2.186198900268784,3.178029970310771,56923,88674,13,-0.09556362775313601,0.9947368089917621,Jio2022_Normal,0,rrc04,route_leaks
32,0.0011740819299290001,1.7568208569772153e-05,0.059232191615383005,1.2682841130689901,3.116178563271903,5.474663674054644e-05,264.4481740497438,2.184501326399747,3.175330721526326,56921,88688,13,-0.09579007290105301,0.994743376884846,Jio2022_Normal,0,rrc04,route_leaks
33,0.001173999541049,1.7565739781130894e-05,0.059164340505284005,1.270178643573574,3.116162237172618,5.4738656498956905e-05,264.7844089939669,2.184580793620123,3.176851868116425,56929,88700,13,-0.09566925553281001,0.994750278687995,Jio2022_Normal,0,rrc04,route_leaks
34,0.00117255478522,1.7563888644945994e-05,0.059873381050629004,1.283779748836392,3.116149995609027,5.4732672842396955e-05,264.7219101424411,2.186510933520681,3.179643453060507,56935,88709,13,-0.095423774784609,0.9947480678165831,Jio2022_Normal,0,rrc04,route_leaks
35,0.001174978187367,1.756481416426615e-05,0.059192181411732006,1.26363029579147,3.116173680882456,5.4735973035472004e-05,264.80691542884887,2.184254900583151,3.1753144101735398,56932,88705,13,-0.09569501866226701,0.9947471881868021,Jio2022_Normal,0,rrc04,route_leaks
0,0.0011188665087730001,1.720607718646225e-05,0.06780710921856001,1.405839742597085,3.13690875617268,5.3974822880565054e-05,264.40423173420766,2.195960013076619,3.279719196820317,58119,91157,13,-0.10983603327549601,0.9946717846338821,Altice2022_Normal,0,rrc04,route_leaks
1,0.001118229949622,1.7206077186462274e-05,0.067852134879799,1.405254735972745,3.13690875617268,5.3974822880565075e-05,264.69911668045864,2.196132073848483,3.280613912834013,58119,91157,13,-0.10961769906407001,0.9946785075909941,Altice2022_Normal,0,rrc04,route_leaks
2,0.0011180544395810001,1.7203117204837504e-05,0.067909412648326,1.409124533365445,3.136885203598892,5.396513218412628e-05,264.76392082849736,2.196803660823341,3.275800375027955,58129,91172,13,-0.10953904082404702,0.9946814279034861,Altice2022_Normal,0,rrc04,route_leaks
3,0.0011178211042920001,1.720311720483751e-05,0.06795640026169801,1.413322093963426,3.136954016067711,5.3966315993457744e-05,264.70671291078486,2.196803660823341,3.280995716423816,58129,91174,13,-0.10956498953407501,0.994680367227015,Altice2022_Normal,0,rrc04,route_leaks
4,0.001118011355271,1.7201637595899123e-05,0.068006172912058,1.414937902088278,3.137337874565658,5.3968277476917754e-05,264.7832274931011,2.197578009426497,3.271820277290398,58134,91193,13,-0.109543187094307,0.9946812782545971,Altice2022_Normal,0,rrc04,route_leaks
5,0.0011184331052140001,1.7201341704652973e-05,0.068084173035363,1.410750838565408,3.137180700094607,5.3964645475876565e-05,264.87122042817384,2.196697342392706,3.280622688569708,58135,91190,13,-0.10948516856017501,0.9946867396310141,Altice2022_Normal,0,rrc04,route_leaks
6,0.0011193675890530002,1.720311720483752e-05,0.067959919877963,1.411188907430026,3.137298078411808,5.397223504011506e-05,264.9281057505225,2.196820863940546,3.28001513874314,58129,91184,13,-0.10949411977279201,0.9946876315216681,Altice2022_Normal,0,rrc04,route_leaks
7,0.0011178590928940001,1.720252533071854e-05,0.067716141345595,1.409041647313825,3.137499784968433,5.39738480125311e-05,265.0142930638885,2.19631521907416,3.282534276031721,58131,91193,13,-0.10948709079429901,0.9946902795019681,Altice2022_Normal,0,rrc04,route_leaks
8,0.001118236142094,1.7200454091988032e-05,0.06809378436855601,1.416801403557054,3.137534830919536,5.396795209452736e-05,264.9536491595369,2.197151604802366,3.281124221679452,58138,91205,13,-0.10941884616890901,0.994689746526734,Altice2022_Normal,0,rrc04,route_leaks
9,0.0011178605468200001,1.71998624011008e-05,0.067725998593071,1.409322325421396,3.137530099759201,5.396601420318894e-05,264.98035272414836,2.196336429308565,3.28250773993808,58140,91208,13,-0.109445176386067,0.994690437449204,Altice2022_Normal,0,rrc04,route_leaks
10,0.00111673523283,1.7199566570922423e-05,0.067622160659488,1.412514404637003,3.137716929533375,5.396829944157855e-05,265.0132904623632,2.196315852840508,3.28547840594417,58141,91215,13,-0.10954312566965901,0.9946918774989021,Altice2022_Normal,0,rrc04,route_leaks
11,0.0011165723285320001,1.7197200295791842e-05,0.06766458032816901,1.4125608350960461,3.138351476379645,5.3971787101527925e-05,264.8927571506773,2.19644361897883,3.284046157285594,58149,91246,13,-0.109633453627341,0.9946885604972121,Altice2022_Normal,0,rrc04,route_leaks
